PART NUMBER,FAMILIA,TIPO,CLASSE,LARGURA,ORGANIZACAO,PROVA,EMPILHADO,CAPACIDADE,CONFIDENCE,REVIEW,FONTE,OBS
MT62FDAAAK-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDAAVG-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDAAWA-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDAAWC-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDABAK-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDABVG-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDABWA-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDABWC-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDACAK-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDACVG-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDACWA-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDACWC-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDADAK-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDADWA-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDADWC-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDAEWA-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDAEWC-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT62FDB1AFK-DC,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017 IT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017AAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017AIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017FAAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-017FAIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G48D4KQ-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K4-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K4-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K4-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K4-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017BDXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017BDXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017BWT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-017BWTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018BDXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018BDXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018BWT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G1P3G96D8K5-018BWTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBK9-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBK9-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBK9-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBK9-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-017DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-017DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-018DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2G96DBKE-018DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,24 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MAD4K5-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MAD8K1-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MAD8K4-DC X T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MAD8K5-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MAD8K5-DC X T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MADBK9-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MADBK9-DC X T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MADBKE-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MYD4K5-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MYD8K5-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MYDAKE-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MYDAKM-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2MYDBKE-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017 IT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017AAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017AIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017FAAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-017FAIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G48D8KQ-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAK9-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAK9-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAK9-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAK9-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-017 XT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-017 XTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-017DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-017DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-018 XT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-018 XTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-018DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G2P6G96DAKE-018DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017 IT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017AAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017AIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017FAAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-017FAIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M48D2KQ-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,4.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K4-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K4-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K4-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K4-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-017DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-017DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-018 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-018 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-018DXT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4K5-018DXTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017 IT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017 WT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017 WTES:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017AAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017AIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017FAAT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63G682M96D4KR-017FAIT:A,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,8.0 GB,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MT63GMAD8K4-DC T62M,MT6,LPDDR4X,dram_mobile,,,NAO IDENTIFICADO,,,confirmed,approved,,familia MT6 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
MTFC256GBAOANAM-WT,MTF,eMMC,managed_nand,,,fora do alvo,,256GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC256GBAOANAM-WT ES,MTF,eMMC,managed_nand,,,fora do alvo,,256GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GCCDF-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GCFDF-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GCFDI-ET,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GCFDI-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDI-ET,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDI-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDM-ET,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDM-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDQ-ET,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDQ-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GDKDU-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGADM-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGADM-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGADQ-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGADQ-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDI-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDI-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDM-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDM-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDQ-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDQ-WT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
MTFC2GGQDR-IT,MTF,eMMC,managed_nand,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_nand' — largura nao se aplica
