PART NUMBER,FAMILIA,TIPO,CLASSE,LARGURA,ORGANIZACAO,PROVA,EMPILHADO,CAPACIDADE,CONFIDENCE,REVIEW,FONTE,OBS
K4B2G1646E,K4B,DDR3,dram_pc,x16,,banco,,,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646F,K4B,DDR3L,dram_pc,x16,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646FBCK0,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646FBCMA,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646FBYMA,K4B,DDR3L,dram_pc,x16,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646FBYNB,K4B,DDR3L,dram_pc,x16,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646Q,K4B,DDR3,dram_pc,x16,,banco,,,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G1646QBC,K4B,DDR3,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBCK0,K4B,DDR3,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBCMA,K4B,DDR3,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBCNB,K4B,DDR3,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBY,K4B,DDR3L,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBYK0,K4B,DDR3L,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646QBYMA,K4B,DDR3L,dram_pc,x16,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0446B,K4B,DDR3,dram_pc,x4,,banco,,512MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411809/SAMSUNG/K4B4G0446B.html,campo interface do KnownPart = 'x4'
K4B4G0446B-HYH9,K4B,DDR3,dram_pc,x4,,banco,,512MB,confirmed,approved,http://datasheet.iiic.cc/samsung/K4B4G0446B-HYH9.pdf,campo interface do KnownPart = 'x4'
K4B4G0446B-HYK0,K4B,DDR3,dram_pc,x4,,banco,,512MB,confirmed,approved,https://octopart.com/k4b4g0446b-hyk0-samsung-30947690,campo interface do KnownPart = 'x4'
K4B4G0446B-MCF8,K4B,DDR3,dram_pc,x4,,banco,,512MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411812/SAMSUNG/K4B4G0446B-MCF8.html,campo interface do KnownPart = 'x4'
K4B4G0446D,K4B,DDR3,dram_pc,x4,,banco,,512MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/1975720/SAMSUNG/K4B4G0446D.html,campo interface do KnownPart = 'x4'
K4B4G0446DBYK0,K4B,DDR3L,dram_pc,x4,,banco,,512MB,confirmed,approved,https://www.win-source.net/products/detail/samsung/k4b4g0446d-byk0.html,campo interface do KnownPart = 'x4'
K4B4G0446QHC,K4B,DDR3,dram_pc,x4,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0446QHCK0,K4B,DDR3,dram_pc,x4,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0446QHCMA,K4B,DDR3,dram_pc,x4,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0446QHY,K4B,DDR3L,dram_pc,x4,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0446QHYK0,K4B,DDR3L,dram_pc,x4,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846B,K4B,DDR3,dram_pc,x8,,banco,,512MB,confirmed,approved,https://html.alldatasheet.com/html-pdf/411810/SAMSUNG/K4B4G0846B/1509/5/K4B4G0846B.html,campo interface do KnownPart = 'x8'
K4B4G0846B-HCH9,K4B,DDR3,dram_pc,x8,,banco,,512MB,confirmed,approved,https://www.absunshine.com/en/parts/K4B4G0846B-HCH9-SAMSUNG-4044457,campo interface do KnownPart = 'x8'
K4B4G0846B-MCF8,K4B,DDR3,dram_pc,x8,,banco,,512MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411810/SAMSUNG/K4B4G0846B/1509/5/K4B4G0846B.html,campo interface do KnownPart = 'x8'
K4B4G0846D,K4B,DDR3L,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846DBC,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846DBCK0,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846DBCMA,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846DBCNB,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846DBY,K4B,DDR3L,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846DBYK0,K4B,DDR3L,dram_pc,x8,,banco,,512MB,confirmed,approved,psg_2h2014:K4B4G0846D-BYK0,campo interface do KnownPart = 'x8'
K4B4G0846DBYNB,K4B,DDR3L,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846E,K4B,DDR3,dram_pc,x8,,banco,,512MB,manual,approved,,campo interface do KnownPart = 'x8'
K4B4G0846EBCK0,K4B,DDR3,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846EBCNB,K4B,DDR3,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846EBYK0,K4B,DDR3L,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846EBYMA,K4B,DDR3L,dram_pc,x8,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B4G0846QHC,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846QHCK0,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846QHCMA,K4B,DDR3,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846QHY,K4B,DDR3L,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G0846QHYK0,K4B,DDR3L,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646B,K4B,DDR3,dram_pc,x16,,banco,,,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646D,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646DBC,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646DBCK0,K4B,DDR3,dram_pc,x16,,banco,,512MB,confirmed,approved,psg_2h2014:K4B4G1646D-BCK0,campo interface do KnownPart = 'x16'
K4B4G1646DBCMA,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646DBCNB,K4B,DDR3,dram_pc,x16,,banco,,512MB,confirmed,approved,psg_2h2014:K4B4G1646D-BCNB,campo interface do KnownPart = 'x16'
K4B4G1646DBY,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646DBYK0,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,psg_2h2014:K4B4G1646D-BYK0,campo interface do KnownPart = 'x16'
K4B4G1646DBYMA,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646DBYNB,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646E,K4B,DDR3,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646EBCK0,K4B,DDR3,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646EBCMA,K4B,DDR3,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646EBYK0,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646EBYMA,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646Q,K4B,DDR3L,dram_pc,x16,,banco,,512MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B4G1646QHC,K4B,DDR3,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646QHCK0,K4B,DDR3,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646QHCMA,K4B,DDR3,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646QHY,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B4G1646QHYK0,K4B,DDR3L,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B8G0446D,K4B,DDR3,dram_pc,x4,,banco,,1GB,confirmed,approved,https://www.datasheets.com/samsung/k4b2g0446d-hck0,campo interface do KnownPart = 'x4'
K4B8G0446D-MCH9,K4B,DDR3,dram_pc,x4,,banco,,1GB,confirmed,approved,https://www.alibaba.com/,campo interface do KnownPart = 'x4'
K4B8G0446D-MYK0,K4B,DDR3,dram_pc,x4,,banco,,1GB,confirmed,approved,https://www.datasheets.com/samsung/k4b2g0446d-hck0,campo interface do KnownPart = 'x4'
K4B8G0846D,K4B,DDR3,dram_pc,x8,,banco,,1GB,manual,approved,,campo interface do KnownPart = 'x8'
K4B8G0846DMCK0,K4B,DDR3,dram_pc,x8,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B8G0846DMCMA,K4B,DDR3,dram_pc,x8,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B8G0846DMCNB,K4B,DDR3,dram_pc,x8,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B8G0846DMYK0,K4B,DDR3L,dram_pc,x8,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B8G1646D,K4B,DDR3L,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646DMMK0,K4B,DDR3L,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646DMMMA,K4B,DDR3L,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646DMYK0,K4B,DDR3L,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646DMYMA,K4B,DDR3L,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646Q,K4B,DDR3,dram_pc,x16,,banco,,1GB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B8G1646QMY,K4B,DDR3L,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B8G1646QMYK0,K4B,DDR3L,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4D263238KFC40,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,16MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4D263238KFC50,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,16MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4D551638FTC33,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4D551638FTC40,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4D551638FTC50,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4D551638FTC60,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4D553235FGC25,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4D553235FGC2A,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4D553235FGC33,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4D553235FVC33,K4D,GDDR2,dram_gpu,,,NAO IDENTIFICADO,,32MB,confirmed,approved,,familia K4D sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E2E304EA,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E2E304EAAGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E2E304EEAGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E4E164EB,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,512MB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4E4E164EB-EGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,512MB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x16
K4E4E324ED-EGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,512MB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E4E324EEEGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,512MB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E6E30,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,manual,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EB,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EBAGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EBEGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EBEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EC,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304ECEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304ED,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EDEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EEAGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E6E304EEEGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304ED,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304ED-AGCC,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304ED-AGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304ED-EGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304EE-EGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304EEAGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E304EEEGCE,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4E8E324EBAGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E8E324EBEGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E8E324EBEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4E8E324EDEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x32
K4EBE304EB,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304EBEGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304EBEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304EC,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304ECEGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,manual,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304ECEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EBE304EDEGCG,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,4GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EHE30,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,3GB,manual,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EHE304EAAGCF,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,3GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4EHE304EC,K4E,LPDDR3,dram_mobile,,,NAO IDENTIFICADO,,3GB,confirmed,approved,,familia K4E sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HAGFCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HAGHCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HAGUCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HAMGCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HATFCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HATHCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HATUCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F2E3S4HMMHCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1.5GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F4E3S4HFGUCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,512MB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E304HBMGCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,manual,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMGFCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMGHCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMGUCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMMGCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMTFCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F6E3S4HMTHCL,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,2GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F8E304HBMGCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F8E3D,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1GB,manual,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
K4F8E3S4HBMFCJ,K4F,LPDDR4,dram_mobile,,,NAO IDENTIFICADO,,1GB,confirmed,approved,,familia K4F sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras)
